Date,Open,High,Low,Close,Adj Close,Volume
2008-02-28,137.240005,137.960007,136.550003,136.869995,100.118591,170831100
2008-02-29,135.600006,135.679993,132.779999,133.820007,97.887558,252715200
2008-03-03,133.139999,133.809998,132.240005,133.500000,97.653496,189483500
2008-03-04,132.229996,133.399994,130.990005,132.990005,97.280449,282513100
2008-03-05,133.419998,134.770004,132.339996,133.830002,97.894897,270681400
2008-03-06,132.979996,133.220001,130.550003,131.059998,95.868683,247911700
2008-03-07,129.770004,131.740005,128.580002,129.710007,94.881149,326434600
2008-03-10,129.839996,129.929993,127.589996,128.000000,93.630318,235683600
2008-03-11,130.720001,132.720001,128.949997,132.600006,96.995171,341440600
2008-03-12,132.740005,133.770004,131.160004,131.360001,96.088165,229161100
2008-03-13,129.610001,132.639999,128.600006,131.649994,96.300217,351504200
2008-03-14,132.770004,132.809998,127.779999,129.610001,94.807991,484687800
2008-03-17,126.570000,129.259995,126.070000,128.300003,93.849731,405311100
2008-03-18,130.619995,133.690002,129.979996,133.630005,97.748604,334416600
2008-03-19,134.139999,134.649994,130.039993,130.320007,95.327377,345971600
2008-03-20,130.050003,132.910004,129.259995,132.080002,97.093079,245320700
2008-03-24,133.309998,135.809998,133.240005,134.720001,99.033798,208977300
2008-03-25,134.860001,135.550003,133.770004,134.850006,99.129372,192947200
2008-03-26,134.460007,135.089996,133.110001,133.199997,97.916435,196934300
2008-03-27,134.199997,134.440002,132.360001,132.779999,97.607674,225153200
2008-03-28,132.990005,133.360001,131.059998,131.509995,96.674072,180896100
2008-03-31,131.289993,132.729996,131.089996,131.970001,97.012238,166692100
2008-04-01,133.610001,136.839996,133.509995,136.610001,100.423141,254547300
2008-04-02,137.050003,137.669998,135.979996,136.699997,100.489265,210910800
2008-04-03,135.960007,137.440002,135.710007,137.039993,100.739227,175884800
2008-04-04,137.119995,137.960007,136.119995,136.889999,100.628952,204446800
2008-04-07,137.869995,138.570007,136.740005,136.960007,100.680405,154245500
2008-04-08,136.190002,136.919998,135.949997,136.820007,100.577492,148937300
2008-04-09,136.610001,136.800003,134.889999,135.830002,99.849770,195610600
2008-04-10,135.419998,136.669998,134.899994,136.020004,99.989418,192967800
2008-04-11,134.490005,135.119995,133.009995,133.380005,98.048721,222973300
2008-04-14,133.190002,133.539993,132.550003,132.929993,97.717926,160522000
2008-04-15,133.580002,133.690002,132.330002,133.240005,97.945824,172389200
2008-04-16,134.539993,136.910004,134.520004,136.850006,100.599541,189268900
2008-04-17,136.020004,137.250000,135.660004,137.050003,100.746620,179665700
2008-04-18,138.940002,139.559998,138.259995,138.479996,101.797806,218530600
2008-04-21,138.229996,138.979996,137.850006,138.550003,101.849258,118587400
2008-04-22,138.190002,138.309998,136.899994,137.940002,101.400871,162166000
2008-04-23,138.089996,138.779999,137.119995,137.720001,101.239113,193309000
2008-04-24,138.080002,139.740005,137.039993,138.320007,101.680183,229381300
2008-04-25,139.399994,139.889999,137.910004,139.600006,102.621132,190788100
2008-04-28,139.880005,140.250000,139.380005,139.630005,102.643158,105610200
2008-04-29,139.389999,139.729996,138.610001,139.080002,102.238846,125514100
2008-04-30,139.289993,140.589996,138.259995,138.259995,101.636078,208395900
2008-05-01,138.380005,141.119995,138.270004,141.119995,103.738434,187279500
2008-05-02,142.339996,142.369995,140.559998,141.509995,104.025162,181585500
2008-05-05,141.050003,141.610001,140.410004,140.830002,103.525299,118504500
2008-05-06,140.020004,142.199997,139.690002,142.050003,104.422127,179339800
2008-05-07,141.889999,142.039993,139.130005,139.520004,102.562286,199267300
2008-05-08,139.740005,140.320007,138.979996,139.160004,102.297676,178321200
2008-05-09,138.600006,139.389999,138.449997,138.899994,102.106514,152588200
2008-05-12,139.250000,140.559998,138.729996,140.460007,103.253334,147865900
2008-05-13,140.800003,140.889999,139.729996,140.479996,103.267998,159132200
2008-05-14,141.070007,142.199997,140.460007,140.770004,103.481163,181910800
2008-05-15,141.039993,142.630005,140.830002,142.529999,104.774971,166927000
2008-05-16,142.860001,142.869995,141.610001,142.660004,104.870552,204236800
2008-05-19,142.809998,144.300003,142.300003,143.050003,105.157242,165664400
2008-05-20,142.270004,142.339996,141.000000,141.889999,104.304535,178552100
2008-05-21,141.809998,142.119995,139.000000,139.490005,102.540268,252724800
2008-05-22,139.429993,140.169998,139.000000,139.509995,102.554955,170820400
2008-05-23,139.050003,139.660004,137.520004,137.639999,101.180275,181376400
2008-05-27,137.800003,139.000000,137.529999,138.660004,101.930107,168322900
2008-05-28,139.169998,140.000000,138.000000,139.300003,102.400566,181288100
2008-05-29,139.130005,140.929993,139.080002,140.000000,102.915176,173927200
2008-05-30,140.470001,140.740005,139.940002,140.350006,103.172470,117362000
2008-06-02,139.830002,139.860001,138.000000,138.899994,102.106514,181069900
2008-06-03,139.300003,139.619995,137.229996,138.089996,101.511116,271965700
2008-06-04,137.699997,139.160004,137.460007,138.020004,101.459625,246637700
2008-06-05,138.580002,140.889999,138.320007,140.779999,103.488510,237867100
2008-06-06,139.550003,139.800003,136.220001,136.289993,100.187866,384276300
2008-06-09,136.860001,137.500000,135.410004,136.619995,100.430519,228263900
2008-06-10,135.669998,137.100006,135.350006,135.940002,99.930588,260234900
2008-06-11,135.970001,136.259995,133.929993,133.940002,98.460411,283890100
2008-06-12,134.600006,135.869995,133.520004,134.449997,98.835320,252791800
2008-06-13,135.169998,136.520004,134.419998,136.149994,100.085007,244726900
2008-06-16,135.550003,136.929993,135.460007,136.229996,100.143784,185832500
2008-06-17,137.070007,137.119995,135.369995,135.570007,99.658630,191707700
2008-06-18,134.690002,135.520004,133.710007,134.250000,98.688301,265893000
2008-06-19,134.149994,135.240005,133.500000,134.419998,98.813248,304204900
2008-06-20,132.839996,133.089996,131.220001,131.580002,97.209373,289275700
2008-06-23,132.089996,132.229996,131.320007,131.449997,97.113281,165096400
2008-06-24,131.050003,132.440002,130.190002,131.190002,96.921219,267300600
2008-06-25,131.720001,133.399994,131.240005,131.809998,97.379257,287853900
2008-06-26,130.570007,131.419998,128.080002,128.229996,94.734421,297775000
2008-06-27,128.279999,128.860001,127.040001,127.529999,94.217255,303423400
2008-06-30,127.889999,128.910004,127.300003,127.980003,94.549736,258842600
2008-07-01,126.519997,128.470001,125.930000,128.380005,94.845222,388622000
2008-07-02,128.789993,129.160004,125.949997,126.180000,93.219902,288064600
2008-07-03,127.110001,127.110001,124.989998,126.309998,93.315933,239352500
2008-07-07,126.790001,127.339996,123.919998,125.019997,92.362892,372427300
2008-07-08,124.989998,127.389999,124.199997,127.239998,94.003021,375973700
2008-07-09,127.500000,127.739998,124.389999,124.790001,92.192993,336729400
2008-07-10,124.430000,125.790001,123.580002,125.300003,92.569771,436475700
2008-07-11,123.970001,125.900002,122.489998,123.839996,91.491173,481124600
2008-07-14,125.260002,125.500000,122.400002,122.720001,90.663742,322720800
2008-07-15,121.800003,123.489998,120.019997,120.989998,89.385605,502502500
2008-07-16,121.449997,124.570000,121.099998,123.959999,91.579803,371642900
2008-07-17,125.139999,126.260002,124.089996,125.199997,92.495926,375490600
2008-07-18,126.169998,126.419998,125.150002,125.980003,93.072166,267030100
2008-07-21,126.510002,126.800003,125.190002,126.050003,93.123863,222863000
2008-07-22,125.150002,127.800003,124.849998,127.480003,94.180313,296904200
2008-07-23,127.889999,129.149994,127.550003,128.169998,94.690094,311698400
2008-07-24,128.339996,128.410004,125.160004,125.510002,92.724922,248634500
2008-07-25,125.889999,126.489998,125.169998,125.480003,92.702766,219131000
2008-07-28,125.510002,126.059998,123.419998,123.639999,91.343422,205201300
2008-07-29,123.980003,126.379997,123.639999,126.279999,93.293785,261505600
2008-07-30,127.110001,128.600006,126.279999,128.529999,94.956055,354710000
2008-07-31,127.400002,128.570007,126.629997,126.830002,93.700111,277402100
2008-08-01,127.120003,127.279999,125.459999,126.160004,93.205132,248690900
2008-08-04,126.040001,126.139999,124.760002,124.989998,92.340759,188239600
2008-08-05,126.019997,128.559998,124.970001,128.360001,94.830437,251577600
2008-08-06,128.020004,129.300003,127.480003,128.929993,95.251579,209555400
2008-08-07,127.959999,128.440002,126.540001,127.010002,93.833076,246312500
2008-08-08,126.580002,129.929993,126.379997,129.369995,95.576637,260811700
2008-08-11,129.470001,131.509995,129.229996,130.710007,96.566612,249425800
2008-08-12,130.279999,130.699997,128.729996,129.350006,95.561874,213200800
2008-08-13,128.789993,129.649994,127.669998,128.570007,94.985611,256393200
2008-08-14,127.839996,130.279999,127.750000,129.539993,95.702202,239555300
2008-08-15,129.929993,130.500000,129.300003,130.169998,96.167664,181000800
2008-08-18,130.429993,130.479996,127.660004,128.389999,94.852615,172275100
2008-08-19,127.419998,127.690002,126.529999,126.989998,93.818283,194673700
2008-08-20,127.389999,127.949997,126.339996,127.580002,94.254181,225498200
2008-08-21,126.750000,128.440002,126.599998,127.800003,94.416756,180609800
2008-08-22,128.669998,129.649994,127.800003,129.649994,95.783493,167715300
2008-08-25,128.800003,129.649994,126.750000,127.019997,93.840485,171936900
2008-08-26,127.019997,127.870003,126.580002,127.389999,94.113838,159117200
2008-08-27,127.550003,128.830002,127.300003,128.630005,95.029922,171032800
2008-08-28,129.279999,130.339996,129.110001,130.190002,96.182442,167537100
2008-08-29,129.729996,130.139999,128.509995,128.789993,95.148132,189195800
2008-09-02,130.029999,130.710007,127.519997,127.989998,94.557083,252364900
2008-09-03,127.879997,128.500000,126.930000,127.879997,94.475822,251947000
2008-09-04,126.970001,127.230003,123.959999,124.029999,91.631569,340042500
2008-09-05,123.290001,124.949997,122.000000,124.419998,91.919647,289503400
2008-09-08,128.039993,128.240005,124.419998,126.989998,93.818283,364075300
2008-09-09,127.099998,127.360001,122.800003,123.220001,91.033096,377326800
2008-09-10,123.889999,124.900002,122.550003,123.720001,91.402504,298916600
2008-09-11,122.120003,125.739998,121.599998,125.510002,92.724922,375369400
2008-09-12,124.290001,126.209999,123.830002,126.089996,93.153397,297851200
2008-09-15,121.629997,125.650002,119.889999,120.089996,88.720726,483607000
2008-09-16,117.199997,122.320000,117.000000,122.099998,90.205658,581744300
2008-09-17,119.639999,121.849998,116.000000,116.610001,86.149734,624095600
2008-09-18,118.050003,121.790001,113.800003,120.070000,88.705940,776114700
2008-09-19,126.699997,128.000000,123.330002,124.120003,92.228760,501087800
2008-09-22,124.449997,124.750000,120.360001,121.309998,90.140778,249966500
2008-09-23,120.849998,122.019997,118.279999,118.550003,88.089912,327470400
2008-09-24,119.349998,120.000000,117.790001,118.930000,88.372284,311818400
2008-09-25,119.400002,121.910004,118.440002,120.790001,89.754372,328253000
2008-09-26,118.830002,121.500000,118.510002,120.849998,89.798950,285917400
2008-09-29,119.139999,119.339996,110.970001,111.379997,82.762184,459562300
2008-09-30,113.510002,116.800003,110.529999,115.989998,86.187714,328154400
2008-10-01,115.269997,116.690002,113.949997,116.059998,86.239693,332783000
2008-10-02,114.949997,115.110001,111.059998,111.849998,83.111412,365337800
2008-10-03,112.860001,115.449997,109.680000,110.339996,81.989380,461798000
2008-10-06,107.150002,107.620003,100.639999,104.720001,77.813408,610637500
2008-10-07,106.839996,107.330002,99.650002,100.029999,74.328445,540012100
2008-10-08,97.519997,102.180000,96.809998,97.510002,72.455917,725414800
2008-10-09,99.660004,100.620003,90.250000,90.699997,67.395638,534485200
2008-10-10,86.760002,93.940002,83.580002,88.500000,65.760918,871026300
2008-10-13,93.870003,101.349998,89.949997,101.349998,75.309273,455584000
2008-10-14,104.699997,105.529999,97.110001,99.849998,74.194687,546268300
2008-10-15,97.459999,97.800003,89.709999,90.019997,66.890396,484627500
2008-10-16,91.290001,94.769997,86.540001,93.769997,69.676865,708811200
2008-10-17,91.989998,98.589996,91.650002,93.209999,69.260796,476649000
2008-10-20,95.349998,99.099998,94.089996,98.809998,73.421875,321294200
2008-10-21,96.970001,98.639999,95.220001,95.860001,71.229866,356502000
2008-10-22,93.199997,95.860001,87.529999,90.639999,67.351074,516168000
2008-10-23,90.290001,92.449997,85.809998,91.690002,68.131317,634666400
2008-10-24,84.059998,89.919998,84.000000,87.040001,64.676048,545812600
2008-10-27,85.970001,89.510002,83.699997,83.949997,62.379978,397288600
2008-10-28,87.339996,94.239998,84.529999,93.760002,69.669434,639939500
2008-10-29,93.769997,97.169998,92.099998,93.080002,69.164146,531270100
2008-10-30,95.779999,96.540001,92.900002,96.300003,71.556808,414582100
2008-10-31,95.080002,98.570000,94.480003,96.830002,71.950615,411394000
2008-11-03,96.779999,97.690002,95.949997,97.110001,72.158661,205419400
2008-11-04,99.059998,100.860001,96.709999,100.410004,74.610786,346793400
2008-11-05,99.199997,100.709999,95.000000,96.190002,71.475098,387844100
2008-11-06,94.459999,95.440002,90.059998,90.860001,67.514542,477721900
2008-11-07,91.650002,94.000000,90.500000,93.860001,69.743759,380391000
2008-11-10,95.209999,95.529999,90.919998,92.629997,68.829765,301773000
2008-11-11,90.760002,92.139999,88.650002,89.769997,66.704590,418498200
2008-11-12,88.230003,88.949997,85.120003,85.820000,63.769531,454330600
2008-11-13,86.129997,91.730003,82.089996,91.169998,67.744926,753141900
2008-11-14,89.410004,92.059998,86.519997,86.620003,64.363968,540352300
2008-11-17,86.379997,88.559998,85.160004,85.470001,63.509483,415254900
2008-11-18,85.150002,87.220001,82.910004,87.080002,64.705795,523811800
2008-11-19,85.910004,86.870003,80.919998,81.500000,60.559521,558327600
2008-11-20,80.129997,82.510002,75.050003,75.449997,56.063965,814180400
2008-11-21,77.459999,80.900002,74.339996,79.519997,59.088238,718536500
2008-11-24,81.919998,86.989998,80.360001,85.029999,63.182518,523305300
2008-11-25,87.300003,87.510002,83.820000,85.660004,63.650650,454112400
2008-11-26,84.300003,89.190002,84.239998,88.970001,66.110161,370134200
2008-11-28,88.629997,90.129997,88.480003,90.089996,66.942383,118308100
2008-12-01,87.510002,87.550003,81.860001,82.110001,61.012749,369927100
2008-12-02,83.470001,85.489998,82.040001,85.269997,63.360828,469508400
2008-12-03,83.400002,87.830002,83.139999,87.320000,64.884094,519863500
2008-12-04,86.059998,88.050003,83.739998,85.300003,63.383133,444173800
2008-12-05,83.650002,88.419998,82.239998,87.930000,65.337387,471905300
2008-12-08,90.339996,92.379997,88.080002,91.000000,67.618568,412859300
2008-12-09,90.370003,92.129997,88.980003,89.500000,66.503998,370790000
2008-12-10,90.320000,91.360001,89.000000,90.110001,66.957268,396187400
2008-12-11,89.540001,91.000000,87.370003,87.940002,65.344826,365061000
2008-12-12,85.550003,89.070000,85.199997,88.989998,66.125031,415060400
2008-12-15,89.019997,89.150002,86.290001,87.750000,65.203636,256694200
2008-12-16,91.879997,92.019997,88.180000,91.879997,68.272491,377699500
2008-12-17,90.839996,92.430000,90.059998,90.989998,67.611145,281819800
2008-12-18,91.400002,91.669998,88.209999,89.290001,66.347954,374673300
2008-12-19,89.099998,90.620003,88.089996,88.190002,66.062546,301451300
2008-12-22,88.580002,88.669998,85.489998,87.059998,65.216072,243759500
2008-12-23,87.529999,87.930000,85.800003,86.160004,64.541901,221625200
2008-12-24,86.449997,86.870003,86.000000,86.660004,64.916435,62061600
2008-12-26,87.239998,87.300003,86.500000,87.160004,65.290970,74767700
2008-12-29,87.239998,87.330002,85.599998,86.910004,65.103722,127795900
2008-12-30,87.510002,89.050003,86.879997,88.970001,66.646835,168256300
2008-12-31,89.080002,90.970001,88.870003,90.239998,67.598206,193987200
2009-01-02,90.440002,93.440002,89.849998,92.959999,69.635719,227566300
2009-01-05,92.629997,93.660004,91.889999,92.849998,69.553322,240349700
2009-01-06,93.639999,94.449997,92.680000,93.470001,70.017746,328260900
2009-01-07,92.000000,92.260002,90.199997,90.669998,67.920311,280899200
2009-01-08,90.160004,91.089996,89.669998,91.040001,68.197456,263834400
2009-01-09,91.160004,91.320000,85.360001,89.089996,66.736717,330953600
2009-01-12,88.839996,88.910004,86.410004,86.949997,65.133682,277858500
2009-01-13,86.730003,87.879997,86.199997,87.110001,65.253525,356432300
2009-01-14,85.540001,85.750000,83.160004,84.370003,63.201004,435491600
2009-01-15,84.120003,85.250000,81.720001,84.400002,63.223492,532647300
2009-01-16,85.860001,85.989998,83.050003,85.059998,63.717884,399237200
2009-01-20,84.230003,85.059998,80.050003,80.570000,60.354446,419855200
2009-01-21,81.940002,84.239998,80.470001,84.050003,62.961319,364360700
2009-01-22,82.419998,84.040001,81.169998,82.750000,61.987473,427940300
2009-01-23,80.900002,83.989998,80.570000,83.110001,62.257153,386800600
2009-01-26,83.589996,85.360001,82.809998,83.680000,62.684139,317978800
2009-01-27,84.129997,85.150002,83.300003,84.529999,63.320862,273789700
2009-01-28,86.400002,87.949997,86.070000,87.389999,65.463264,330007000
2009-01-29,86.110001,87.489998,84.470001,84.550003,63.335865,294392500
2009-01-30,84.980003,85.400002,82.209999,82.830002,62.047405,383383600
2009-02-02,81.570000,83.180000,81.309998,82.580002,61.860153,288233300
2009-02-03,83.099998,84.360001,82.220001,83.739998,62.729084,278385800
2009-02-04,84.300003,85.370003,83.040001,83.330002,62.421978,322989300
2009-02-05,82.699997,85.290001,77.730003,84.570000,63.350838,417679400
2009-02-06,84.860001,87.339996,84.680000,86.980003,65.156151,366101700
2009-02-09,86.959999,87.739998,86.320000,87.099998,65.246040,240075200
2009-02-10,86.269997,87.029999,82.449997,83.110001,62.257153,536212800
2009-02-11,83.449997,84.050003,82.400002,83.599998,62.624222,324442500
2009-02-12,82.169998,83.820000,81.050003,83.660004,62.669132,469302200
2009-02-13,83.550003,84.239998,82.739998,82.760002,61.994968,293998400
2009-02-17,80.160004,82.959999,79.169998,79.220001,59.343189,478910100
2009-02-18,79.790001,79.940002,78.279999,79.029999,59.200836,362964800
2009-02-19,79.839996,80.150002,78.019997,78.180000,58.564114,316867500
2009-02-20,76.730003,78.339996,75.769997,77.419998,57.994808,477176600
2009-02-23,78.269997,78.269997,74.589996,74.650002,55.919815,379641400
2009-02-24,75.290001,77.949997,74.699997,77.480003,58.039761,426260900
2009-02-25,77.139999,78.419998,75.629997,76.870003,57.582817,461985800
2009-02-26,77.820000,79.669998,75.529999,75.620003,56.646458,363353900
2009-02-27,74.010002,75.690002,73.809998,73.930000,55.380470,470510900
2009-03-02,72.519997,73.919998,70.370003,70.599998,52.886002,426452600
2009-03-03,71.610001,71.699997,69.639999,70.070000,52.488953,443761000
2009-03-04,71.230003,72.870003,70.070000,71.730003,53.732445,462753100
2009-03-05,70.099998,71.730003,68.169998,68.800003,51.537640,485549400
2009-03-06,69.400002,70.449997,67.099998,68.919998,51.627514,490470000
2009-03-09,67.949997,70.000000,67.730003,68.110001,51.020756,379905300
2009-03-10,69.510002,72.370003,69.370003,72.169998,54.062061,406227900
2009-03-11,73.000000,73.750000,71.830002,72.639999,54.414139,356648300
2009-03-12,72.620003,75.750000,71.970001,75.500000,56.556561,409702700
2009-03-13,76.010002,76.980003,74.730003,76.089996,56.998512,337474700
2009-03-16,76.959999,77.970001,75.809998,75.860001,56.826237,360644900
2009-03-17,76.070000,78.360001,75.449997,78.180000,58.564114,356814300
2009-03-18,77.809998,80.900002,77.070000,79.930000,59.875046,473273200
2009-03-19,80.930000,81.000000,78.690002,78.940002,59.133438,428520400
2009-03-20,78.760002,78.910004,76.529999,76.709999,57.874237,371078200
2009-03-23,78.739998,82.290001,78.309998,82.220001,62.031303,419933300
2009-03-24,81.239998,82.360001,80.510002,80.599998,60.809074,330271000
2009-03-25,81.230003,82.699997,79.059998,81.449997,61.450363,441775100
2009-03-26,82.250000,83.300003,81.320000,83.110001,62.702755,422025200
2009-03-27,82.050003,82.529999,81.309998,81.610001,61.571079,322332300
2009-03-30,79.800003,79.870003,77.959999,78.790001,59.443527,324108500
2009-03-31,79.559998,81.080002,79.050003,79.519997,59.994259,364238300
2009-04-01,78.529999,81.419998,78.330002,81.059998,61.156094,377018300
2009-04-02,83.080002,84.610001,81.129997,83.430000,62.944187,476230700
2009-04-03,83.489998,84.279999,82.669998,84.260002,63.570377,284646300
2009-04-06,83.339996,84.279999,82.290001,83.599998,63.072433,264866600
2009-04-07,82.250000,82.650002,81.510002,81.650002,61.601257,258947800
2009-04-08,82.059998,82.940002,81.540001,82.529999,62.265156,230402800
2009-04-09,84.669998,85.820000,84.330002,85.809998,64.739754,269653500
2009-04-13,84.919998,86.540001,84.580002,85.830002,64.754921,224847500
2009-04-14,85.029999,85.760002,84.080002,84.349998,63.638306,276598800
2009-04-15,83.839996,85.419998,83.610001,85.250000,64.317284,250726100
2009-04-16,85.930000,87.150002,84.769997,86.500000,65.260353,335202900
2009-04-17,86.830002,87.650002,86.139999,87.080002,65.697945,262649000
2009-04-20,85.540001,87.050003,83.339996,83.430000,62.944187,293690100
2009-04-21,82.820000,85.129997,82.750000,85.059998,64.173958,114090900
2009-04-22,84.290001,86.339996,84.070000,84.540001,63.781635,340395200
2009-04-23,84.709999,85.419998,83.629997,85.370003,64.407814,324903700
2009-04-24,86.029999,87.309998,85.690002,86.660004,65.381065,287703000
2009-04-27,85.680000,87.010002,85.540001,85.839996,64.762436,289581600
2009-04-28,84.970001,86.589996,84.760002,85.570000,64.558701,247926300
2009-04-29,86.519997,88.360001,86.300003,87.389999,65.931839,311505700
2009-04-30,88.550003,89.019997,86.919998,87.419998,65.954460,301419800
2009-05-01,87.440002,88.209999,86.720001,87.889999,66.309036,236110300
2009-05-04,88.550003,90.940002,88.379997,90.879997,68.564880,287120000
2009-05-05,90.570000,90.930000,89.839996,90.570000,68.331017,243036300
2009-05-06,91.680000,92.199997,90.610001,92.139999,69.515472,291941000
2009-05-07,93.010002,93.150002,90.279999,90.860001,68.549782,317728000
2009-05-08,92.029999,93.220001,91.440002,92.980003,70.149239,299081700
2009-05-11,91.699997,92.110001,91.040001,91.239998,68.836487,247923600
2009-05-12,91.629997,91.830002,89.849998,90.970001,68.632805,282431300
2009-05-13,89.739998,90.010002,88.500000,88.680000,66.905083,269619100
2009-05-14,88.720001,90.120003,88.500000,89.440002,67.478447,260098700
2009-05-15,89.370003,90.000000,88.150002,88.709999,66.927704,271502700
2009-05-18,89.550003,91.339996,88.570000,91.230003,68.828934,241447400
2009-05-19,91.180000,91.970001,90.809998,91.120003,68.745972,206102200
2009-05-20,91.949997,92.800003,90.410004,90.510002,68.285706,285722200
2009-05-21,89.459999,89.800003,88.260002,89.209999,67.304916,258988400
2009-05-22,89.459999,90.000000,88.680000,89.019997,67.161591,166811900
2009-05-26,88.360001,91.559998,88.320000,91.300003,68.881783,236318500
2009-05-27,91.440002,91.750000,89.529999,89.669998,67.652008,246015800
2009-05-28,90.459999,91.339996,89.099998,90.919998,68.595039,289095000
2009-05-29,91.419998,93.699997,90.680000,92.529999,69.809723,258641500
2009-06-01,93.669998,95.169998,93.430000,94.769997,71.499695,276246800
2009-06-02,94.400002,95.370003,94.230003,94.849998,71.560089,230874500
2009-06-03,94.040001,94.129997,92.760002,93.650002,70.654716,235310500
2009-06-04,94.000000,94.669998,93.300003,94.529999,71.318634,210102300
2009-06-05,95.489998,95.669998,93.800003,94.550003,71.333702,284257900
2009-06-08,93.839996,95.099998,93.040001,94.160004,71.039497,238565100
2009-06-09,94.690002,95.139999,94.019997,94.639999,71.401627,225125500
2009-06-10,95.480003,95.489998,93.190002,94.400002,71.220535,296100400
2009-06-11,94.580002,96.110001,94.559998,94.820000,71.537445,275414200
2009-06-12,94.400002,95.139999,94.000000,95.080002,71.733589,184361800
2009-06-15,93.959999,94.019997,92.400002,92.900002,70.088890,224190500
2009-06-16,93.230003,93.290001,91.580002,91.639999,69.138245,227319000
2009-06-17,91.599998,92.330002,90.830002,91.550003,69.070374,223445200
2009-06-18,91.690002,92.669998,91.250000,92.220001,69.575836,211725100
2009-06-19,92.580002,92.699997,91.519997,92.040001,69.832283,215655600
2009-06-22,91.139999,91.190002,89.250000,89.279999,67.738251,251913600
2009-06-23,89.470001,89.879997,88.849998,89.349998,67.791374,188309800
2009-06-24,90.160004,91.080002,89.599998,90.120003,68.375557,211577700
2009-06-25,89.669998,92.169998,89.570000,92.080002,69.862648,279411000
2009-06-26,91.769997,92.239998,91.269997,91.839996,69.680542,167579000
2009-06-29,92.110001,92.820000,91.599998,92.699997,70.333054,168481300
2009-06-30,92.720001,93.059998,91.269997,91.949997,69.764046,228888200
2009-07-01,92.339996,93.230003,92.209999,92.330002,70.052353,173041100
2009-07-02,91.129997,92.360001,89.760002,89.809998,68.140358,212309900
2009-07-06,88.940002,89.930000,88.660004,89.800003,68.132759,174499600
2009-07-07,89.709999,89.820000,88.000000,88.059998,66.812614,197088900
2009-07-08,88.589996,88.800003,87.000000,88.000000,66.767097,248050500
2009-07-09,88.610001,88.900002,87.910004,88.169998,66.896072,163777600
2009-07-10,87.699997,88.489998,87.349998,87.959999,66.736725,173520300
2009-07-13,88.309998,90.169998,87.589996,90.099998,68.360390,217413500
2009-07-14,90.379997,90.690002,89.730003,90.610001,68.747345,181487400
2009-07-15,91.809998,93.510002,90.680000,93.260002,70.757919,220877900
